Colony Prefix,Colony Name,Strain,Cohort Name,Pipeline,Gene Name,Mouse Name,Litter,Mouse,Genotype,Gender,Birth Date,Assay Date,Age In Weeks,Pil Holder,Weight,Nose To Tail Base Length,Bone Mineral Density,Bone Mineral Content,Bone Area,Lean Mass,Fat Mass,Est Total Tissue Mass,Fat Percentage Estimate,Full Strain,Core Strain
MAHR,Nf1 Knockout First F12 - EPD0033_1,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090803,Mouse GP,Nf1,MAHR19.3e,MAHR19,M00319061,+/+,Male,03-Aug-09,10-Nov-09,14.1,,37.5,10.3,0.0481,0.4778,9.94,21.1,16.09,37.19,43.26,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MAHR,Nf1 Knockout First F12 - EPD0033_1,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090803,Mouse GP,Nf1,MAHR19.3g,MAHR19,M00319063,+/+,Male,03-Aug-09,10-Nov-09,14.1,,38.2,10.1,0.0486,0.5199,10.7,20.49,18.27,38.76,47.14,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MBDN,Rpap2 Knockout First EPD0064_1_G02,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090810,Mouse GP,Rpap2,MBDN34.2a,MBDN34,M00324870,+/+,Male,09-Aug-09,17-Nov-09,14.3,,31.4,10.1,0.0529,0.4805,9.08,21.85,9.44,31.29,30.16,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBDN,Rpap2 Knockout First EPD0064_1_G02,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090810,Mouse GP,Rpap2,MBDN34.2b,MBDN34,M00324871,+/+,Male,09-Aug-09,17-Nov-09,14.3,,32.8,10,0.0495,0.4695,9.49,18.87,14.17,33.04,42.9,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBDN,Rpap2 Knockout First EPD0064_1_G02,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090810,Mouse GP,Rpap2,MBDN34.2d,MBDN34,M00324873,+/+,Male,09-Aug-09,17-Nov-09,14.3,,36.9,10.3,0.0535,0.5089,9.51,25.96,11,36.96,29.75,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBDN,Rpap2 Knockout First EPD0064_1_G02,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090810,Mouse GP,Rpap2,MBDN34.2e,MBDN34,M00324874,+/+,Male,09-Aug-09,17-Nov-09,14.3,,29.6,10,0.0522,0.4697,9.01,20.53,9.19,29.72,30.93,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MAGF,Hdac3 Knockout First D01 - EPD00028_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090810,Mouse GP,Hdac3,MAGF24.2a,MAGF24,M00322251,+/+,Male,12-Aug-09,17-Nov-09,13.9,,36.3,10.2,0.0531,0.5121,9.65,22.44,14.04,36.48,38.49,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MAGF,Hdac3 Knockout First D01 - EPD00028_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090810,Mouse GP,Hdac3,MAGF24.2b,MAGF24,M00322252,+/+,Male,12-Aug-09,17-Nov-09,13.9,,33.7,10,0.0465,0.4041,8.69,20.21,13.9,34.11,40.74,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MAGF,Hdac3 Knockout First D01 - EPD00028_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090810,Mouse GP,Hdac3,MAGF29.1a,MAGF29,M00322270,+/+,Male,12-Aug-09,17-Nov-09,13.9,,43.7,10.5,0.0571,0.6414,11.24,25.54,17.61,43.15,40.82,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAGF,Hdac3 Knockout First D01 - EPD00028_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090810,Mouse GP,Hdac3,MAGF29.1c,MAGF29,M00322272,+/+,Male,12-Aug-09,17-Nov-09,13.9,,43.9,10.5,0.0551,0.5808,10.54,25.67,17.78,43.45,40.91,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
